Occupations,Gender,Boroughs,year,Salary,year_range,Salary_avg,Salary_year,Salary_county,Salary_gender,Salary_YearlyAvg
Construction and extraction occupations,Male,Bronx County,year2014,30436.0,year2014_2016,31306.0,42036.333333333336,35048.3,35641.08,39787.4
Construction and extraction occupations,Male,Bronx County,year2015,31852.0,year2014_2016,31306.0,42036.333333333336,35048.3,35641.08,42486.6
Construction and extraction occupations,Male,Bronx County,year2016,31630.0,year2014_2016,31306.0,42036.333333333336,35048.3,35641.08,43835.0
Construction and extraction occupations,Male,Bronx County,year2017,30548.0,year2017_2019,31630.0,48945.466666666674,35048.3,35641.08,46430.1
Construction and extraction occupations,Male,Bronx County,year2018,32101.0,year2017_2019,31630.0,48945.466666666674,35048.3,35641.08,56175.9
Construction and extraction occupations,Male,Bronx County,year2019,32241.0,year2017_2019,31630.0,48945.466666666674,35048.3,35641.08,44230.4
"Installation, maintenance, and repair occupations",Male,Bronx County,year2010,31363.0,year2010_2013,34212.0,43137.08333333333,36714.95,43567.3,38968.7
"Installation, maintenance, and repair occupations",Male,Bronx County,year2011,31537.0,year2010_2013,34212.0,43137.08333333333,36714.95,43567.3,39929.833333333336
"Installation, maintenance, and repair occupations",Male,Bronx County,year2012,39667.0,year2010_2013,34212.0,43137.08333333333,36714.95,43567.3,48886.1
"Installation, maintenance, and repair occupations",Male,Bronx County,year2013,34281.0,year2010_2013,34212.0,43137.08333333333,36714.95,43567.3,44763.7
"Installation, maintenance, and repair occupations",Male,Bronx County,year2014,39562.0,year2014_2016,36121.66666666666,46043.099999999984,36714.95,43567.3,46003.4
"Installation, maintenance, and repair occupations",Male,Bronx County,year2015,31711.0,year2014_2016,36121.66666666666,46043.099999999984,36714.95,43567.3,44439.2
"Installation, maintenance, and repair occupations",Male,Bronx County,year2016,37092.0,year2014_2016,36121.66666666666,46043.099999999984,36714.95,43567.3,47686.7
"Installation, maintenance, and repair occupations",Male,Bronx County,year2017,36917.0,year2017_2019,40657.333333333336,45657.71666666667,36714.95,43567.3,46611.85
"Installation, maintenance, and repair occupations",Male,Bronx County,year2018,41806.0,year2017_2019,40657.333333333336,45657.71666666667,36714.95,43567.3,45133.3
"Installation, maintenance, and repair occupations",Male,Bronx County,year2019,43249.0,year2017_2019,40657.333333333336,45657.71666666667,36714.95,43567.3,45228.0
Production occupations,Male,Bronx County,year2010,25244.0,year2010_2013,27354.0,25762.35,23518.65,34238.3,25414.6
Production occupations,Male,Bronx County,year2011,26881.0,year2010_2013,27354.0,25762.35,23518.65,34238.3,24015.5
Production occupations,Male,Bronx County,year2012,26710.0,year2010_2013,27354.0,25762.35,23518.65,34238.3,26122.6
Production occupations,Male,Bronx County,year2013,30581.0,year2010_2013,27354.0,25762.35,23518.65,34238.3,27496.7
Production occupations,Male,Bronx County,year2014,26894.0,year2014_2016,27457.33333333333,26549.36666666665,23518.65,34238.3,24485.3
Production occupations,Male,Bronx County,year2015,28664.0,year2014_2016,27457.33333333333,26549.36666666665,23518.65,34238.3,26725.2
Production occupations,Male,Bronx County,year2016,26814.0,year2014_2016,27457.33333333333,26549.36666666665,23518.65,34238.3,28437.6
Production occupations,Male,Bronx County,year2017,29344.0,year2017_2019,32079.0,32928.433333333334,23518.65,34238.3,31284.4
Production occupations,Male,Bronx County,year2018,35150.0,year2017_2019,32079.0,32928.433333333334,23518.65,34238.3,34433.5
Production occupations,Male,Bronx County,year2019,31743.0,year2017_2019,32079.0,32928.433333333334,23518.65,34238.3,33067.4
Transportation occupations,Male,Bronx County,year2010,22453.0,year2010_2013,25433.75,31203.675,27265.05,32800.62,30460.6
Transportation occupations,Male,Bronx County,year2011,25316.0,year2010_2013,25433.75,31203.675,27265.05,32800.62,33150.8
Transportation occupations,Male,Bronx County,year2012,27285.0,year2010_2013,25433.75,31203.675,27265.05,32800.62,31903.8
Transportation occupations,Male,Bronx County,year2013,26681.0,year2010_2013,25433.75,31203.675,27265.05,32800.62,29299.5
Transportation occupations,Male,Bronx County,year2014,26533.0,year2014_2016,29351.33333333333,32340.899999999998,27265.05,32800.62,30026.3
Transportation occupations,Male,Bronx County,year2015,30775.0,year2014_2016,29351.33333333333,32340.899999999998,27265.05,32800.62,33713.1
Transportation occupations,Male,Bronx County,year2016,30746.0,year2014_2016,29351.33333333333,32340.899999999998,27265.05,32800.62,33283.3
Transportation occupations,Male,Bronx County,year2017,26509.0,year2017_2019,29899.0,36124.80000000002,27265.05,32800.62,35133.0
Transportation occupations,Male,Bronx County,year2018,28042.0,year2017_2019,29899.0,36124.80000000002,27265.05,32800.62,36810.1
Transportation occupations,Male,Bronx County,year2019,35146.0,year2017_2019,29899.0,36124.80000000002,27265.05,32800.62,36431.3
Material moving occupations,Male,Bronx County,year2010,18259.0,year2010_2013,21373.75,22560.483333333337,21398.55,29003.72,22734.8
Material moving occupations,Male,Bronx County,year2011,25506.0,year2010_2013,21373.75,22560.483333333337,21398.55,29003.72,24321.533333333333
Material moving occupations,Male,Bronx County,year2012,20538.0,year2010_2013,21373.75,22560.483333333337,21398.55,29003.72,20068.6
Material moving occupations,Male,Bronx County,year2013,21192.0,year2010_2013,21373.75,22560.483333333337,21398.55,29003.72,23117.0
Material moving occupations,Male,Bronx County,year2014,22169.0,year2014_2016,23457.66666666667,23119.133333333335,21398.55,29003.72,22313.8
Material moving occupations,Male,Bronx County,year2015,21651.0,year2014_2016,23457.66666666667,23119.133333333335,21398.55,29003.72,23291.2
Material moving occupations,Male,Bronx County,year2016,26553.0,year2014_2016,23457.66666666667,23119.133333333335,21398.55,29003.72,23752.4
Material moving occupations,Male,Bronx County,year2017,22845.0,year2017_2019,26031.33333333333,25585.93333333333,21398.55,29003.72,23755.0
Material moving occupations,Male,Bronx County,year2018,27101.0,year2017_2019,26031.33333333333,25585.93333333333,21398.55,29003.72,26267.5
Material moving occupations,Male,Bronx County,year2019,28148.0,year2017_2019,26031.33333333333,25585.93333333333,21398.55,29003.72,26735.3
Management occupations,Female,Bronx County,year2010,51569.0,year2010_2013,53880.75,70422.45,54820.8,69111.92,67094.8
Management occupations,Female,Bronx County,year2011,51271.0,year2010_2013,53880.75,70422.45,54820.8,69111.92,69115.9
Management occupations,Female,Bronx County,year2012,56626.0,year2010_2013,53880.75,70422.45,54820.8,69111.92,72026.5
Management occupations,Female,Bronx County,year2013,56057.0,year2010_2013,53880.75,70422.45,54820.8,69111.92,73452.6
Management occupations,Female,Bronx County,year2014,56559.0,year2014_2016,53823.0,73709.76666666666,54820.8,69111.92,71319.5
Management occupations,Female,Bronx County,year2015,53073.0,year2014_2016,53823.0,73709.76666666666,54820.8,69111.92,73571.9
Management occupations,Female,Bronx County,year2016,51837.0,year2014_2016,53823.0,73709.76666666666,54820.8,69111.92,76237.9
Management occupations,Female,Bronx County,year2017,61515.0,year2017_2019,58908.0,81321.26666666668,54820.8,69111.92,77821.8
Management occupations,Female,Bronx County,year2018,52721.0,year2017_2019,58908.0,81321.26666666668,54820.8,69111.92,80119.1
Management occupations,Female,Bronx County,year2019,62488.0,year2017_2019,58908.0,81321.26666666668,54820.8,69111.92,86022.9
Business and financial operations occupations,Female,Bronx County,year2010,47375.0,year2010_2013,50345.0,65363.2,54552.75,63295.2,64536.3
Business and financial operations occupations,Female,Bronx County,year2011,48341.0,year2010_2013,50345.0,65363.2,54552.75,63295.2,64437.3
Business and financial operations occupations,Female,Bronx County,year2012,47392.0,year2010_2013,50345.0,65363.2,54552.75,63295.2,62463.1
Business and financial operations occupations,Female,Bronx County,year2013,58272.0,year2010_2013,50345.0,65363.2,54552.75,63295.2,70016.1
Business and financial operations occupations,Female,Bronx County,year2014,53421.0,year2014_2016,52470.33333333334,67663.93333333332,54552.75,63295.2,66972.5
Business and financial operations occupations,Female,Bronx County,year2015,51814.0,year2014_2016,52470.33333333334,67663.93333333332,54552.75,63295.2,68185.0
Business and financial operations occupations,Female,Bronx County,year2016,52176.0,year2014_2016,52470.33333333334,67663.93333333332,54552.75,63295.2,67834.3
Business and financial operations occupations,Female,Bronx County,year2017,54891.0,year2017_2019,57913.33333333334,74765.93333333332,54552.75,63295.2,71643.8
Business and financial operations occupations,Female,Bronx County,year2018,56932.0,year2017_2019,57913.33333333334,74765.93333333332,54552.75,63295.2,74160.2
Business and financial operations occupations,Female,Bronx County,year2019,61917.0,year2017_2019,57913.33333333334,74765.93333333332,54552.75,63295.2,78493.8
Computer and mathematical occupations,Female,Bronx County,year2010,60507.0,year2010_2013,63386.5,70812.2,61062.85,71887.88,68448.1
Computer and mathematical occupations,Female,Bronx County,year2011,64071.0,year2010_2013,63386.5,70812.2,61062.85,71887.88,68393.6
Computer and mathematical occupations,Female,Bronx County,year2012,55952.0,year2010_2013,63386.5,70812.2,61062.85,71887.88,67254.8
Computer and mathematical occupations,Female,Bronx County,year2013,73016.0,year2010_2013,63386.5,70812.2,61062.85,71887.88,79152.3
Computer and mathematical occupations,Female,Bronx County,year2014,71258.0,year2014_2016,59469.33333333334,75369.39999999998,61062.85,71887.88,77417.2
Computer and mathematical occupations,Female,Bronx County,year2015,45224.0,year2014_2016,59469.33333333334,75369.39999999998,61062.85,71887.88,73205.0
Computer and mathematical occupations,Female,Bronx County,year2016,61926.0,year2014_2016,59469.33333333334,75369.39999999998,61062.85,71887.88,75486.0
Computer and mathematical occupations,Female,Bronx County,year2017,58610.0,year2017_2019,65302.0,81843.89999999997,61062.85,71887.88,80663.1
Computer and mathematical occupations,Female,Bronx County,year2018,75732.0,year2017_2019,65302.0,81843.89999999997,61062.85,71887.88,82133.8
Computer and mathematical occupations,Female,Bronx County,year2019,61564.0,year2017_2019,65302.0,81843.89999999997,61062.85,71887.88,82734.8
Architecture and engineering occupations,Female,Bronx County,year2010,35373.0,year2010_2013,38369.5,61062.18333333335,56375.6,63057.53666666667,57705.3
Architecture and engineering occupations,Female,Bronx County,year2011,7990.0,year2010_2013,38369.5,61062.18333333335,56375.6,63057.53666666667,59233.7
Architecture and engineering occupations,Female,Bronx County,year2012,65225.0,year2010_2013,38369.5,61062.18333333335,56375.6,63057.53666666667,67040.0
Architecture and engineering occupations,Female,Bronx County,year2013,44890.0,year2010_2013,38369.5,61062.18333333335,56375.6,63057.53666666667,60269.73333333334
Architecture and engineering occupations,Female,Bronx County,year2014,76688.0,year2014_2016,52389.66666666666,69758.20000000001,56375.6,63057.53666666667,70454.1
Architecture and engineering occupations,Female,Bronx County,year2015,48274.0,year2014_2016,52389.66666666666,69758.20000000001,56375.6,63057.53666666667,69207.8
Architecture and engineering occupations,Female,Bronx County,year2016,32207.0,year2014_2016,52389.66666666666,69758.20000000001,56375.6,63057.53666666667,69612.7
Architecture and engineering occupations,Female,Bronx County,year2017,52604.0,year2017_2019,66571.66666666669,74832.61666666667,56375.6,63057.53666666667,72242.45
Architecture and engineering occupations,Female,Bronx County,year2018,75982.0,year2017_2019,66571.66666666669,74832.61666666667,56375.6,63057.53666666667,77308.4
Architecture and engineering occupations,Female,Bronx County,year2019,71129.0,year2017_2019,66571.66666666669,74832.61666666667,56375.6,63057.53666666667,74947.0
"Life, physical, and social science occupations",Female,Bronx County,year2010,62160.0,year2010_2013,58396.5,60559.25,57610.05,57538.16,61535.8
"Life, physical, and social science occupations",Female,Bronx County,year2011,52132.0,year2010_2013,58396.5,60559.25,57610.05,57538.16,57386.6
"Life, physical, and social science occupations",Female,Bronx County,year2012,62484.0,year2010_2013,58396.5,60559.25,57610.05,57538.16,57263.3
"Life, physical, and social science occupations",Female,Bronx County,year2013,56810.0,year2010_2013,58396.5,60559.25,57610.05,57538.16,66051.3
"Life, physical, and social science occupations",Female,Bronx County,year2014,42198.0,year2014_2016,41958.333333333336,57284.39999999998,57610.05,57538.16,52731.0
"Life, physical, and social science occupations",Female,Bronx County,year2015,51408.0,year2014_2016,41958.333333333336,57284.39999999998,57610.05,57538.16,59742.6
"Life, physical, and social science occupations",Female,Bronx County,year2016,32269.0,year2014_2016,41958.333333333336,57284.39999999998,57610.05,57538.16,59379.6
"Life, physical, and social science occupations",Female,Bronx County,year2017,41853.0,year2017_2019,57081.0,71285.76666666668,57610.05,57538.16,67315.7
"Life, physical, and social science occupations",Female,Bronx County,year2018,44227.0,year2017_2019,57081.0,71285.76666666668,57610.05,57538.16,74664.8
"Life, physical, and social science occupations",Female,Bronx County,year2019,85163.0,year2017_2019,57081.0,71285.76666666668,57610.05,57538.16,71876.8
Community and social service occupations,Female,Bronx County,year2010,38509.0,year2010_2013,39516.5,42134.725,41120.95,45007.54,41639.0
Community and social service occupations,Female,Bronx County,year2011,37496.0,year2010_2013,39516.5,42134.725,41120.95,45007.54,41780.7
Community and social service occupations,Female,Bronx County,year2012,38592.0,year2010_2013,39516.5,42134.725,41120.95,45007.54,43214.2
Community and social service occupations,Female,Bronx County,year2013,43469.0,year2010_2013,39516.5,42134.725,41120.95,45007.54,41905.0
Community and social service occupations,Female,Bronx County,year2014,41386.0,year2014_2016,41480.333333333336,43277.799999999996,41120.95,45007.54,44079.5
Community and social service occupations,Female,Bronx County,year2015,40464.0,year2014_2016,41480.333333333336,43277.799999999996,41120.95,45007.54,43428.9
Community and social service occupations,Female,Bronx County,year2016,42591.0,year2014_2016,41480.333333333336,43277.799999999996,41120.95,45007.54,42325.0
Community and social service occupations,Female,Bronx County,year2017,41509.0,year2017_2019,45603.0,47217.0,41120.95,45007.54,41810.0
Community and social service occupations,Female,Bronx County,year2018,43548.0,year2017_2019,45603.0,47217.0,41120.95,45007.54,46766.7
Community and social service occupations,Female,Bronx County,year2019,51752.0,year2017_2019,45603.0,47217.0,41120.95,45007.54,53074.3
Legal occupations,Female,Bronx County,year2010,54693.0,year2010_2013,54077.5,86041.15,64577.8,79385.58,86128.7
